% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	2	2	1	3	229	202677	227	200871	0.003	0	0.003	0.003	884.894	120.911	81	903	
0.25	0.5	1	1	8	3	79	71964	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	2	2	1	3	250	216278	250	216278	0.003	0	0.003	0.003	865.112	58.5481	775	903	
0.5	0.75	1	1	8	3	158	80478	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	2	2	1	3	250	205270	250	205526	0.003	0	0.003	0.003	822.104	61.8533	775	903	
0.75	1	1	1	8	3	156	76086	0	0	0	0	0	0	0	0	0	0	
0.75	1	2	2	1	3	250	207062	250	207062	0.003	0	0.003	0.003	828.248	63.2169	775	903	
1	1.25	1	1	8	3	161	150516	0	0	0	0	0	0	0	0	0	0	
1	1.25	2	2	1	3	250	204246	250	204246	0.003	0	0.003	0.003	816.984	60.2146	775	903	
1.25	1.5	1	1	8	3	159	152469	0	0	0	0	0	0	0	0	0	0	
1.25	1.5	2	2	1	3	250	202966	250	202710	0.003	0	0.003	0.003	810.84	57.5871	775	903	
