% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	1	3	144	115299	7	567	0.01	0	0.01	0.01	81	0	81	81	
0	0.25	2	2	1	3	229	98261	227	97419	0.003	0	0.003	0.003	429.159	56.9655	81	469	
0.25	0.5	1	1	1	3	155	152145	69	5589	0.01	0	0.01	0.01	81	0	81	81	
0.25	0.5	2	2	1	3	250	110050	250	110050	0.003	0	0.003	0.003	440.2	23.5623	421	469	
0.5	0.75	1	1	1	3	151	120096	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	2	2	1	3	250	108898	250	108898	0.003	0	0.003	0.003	435.592	22.1235	421	469	
0.75	1	1	1	1	3	152	122292	38	3078	0.01	0	0.01	0.01	81	0	81	81	
0.75	1	2	2	1	3	250	108706	250	108706	0.003	0	0.003	0.003	434.824	21.7795	421	469	
1	1.25	1	1	1	3	156	150111	0	0	0	0	0	0	0	0	0	0	
1	1.25	2	2	1	3	250	109954	250	109954	0.003	0	0.003	0.003	439.816	23.4804	421	469	
1.25	1.5	1	1	1	3	155	156375	282	22842	0.01	0	0.01	0.01	81	0	81	81	
1.25	1.5	2	2	1	3	250	109954	250	109954	0.003	0	0.003	0.003	439.816	23.4804	421	469	
